DateTimeStamp,Airflow,DamperClose,DamperOpen,DAT,HeatingValveClose,HeatingValveOpen,OccupiedCoolingSetpt,OccupiedHeatingSetpt,OccupiedSP,ReverseValve,SpaceTemp,VAVOccupancy,CP-202AHU1.0-100-100SFSpd,CP-202AHU1.RTU-4DAT,occ,AV11,AV20,AV43,OutsideAirTemp_toMicroset
12/11/2017 1:50:00 AM,16,0,0,65.7,1,0,75,73,73,1,66.5,0,0,64.5,1,22,0.04,27,24
12/11/2017 2:00:00 AM,15,0,0,65.3,1,0,75,73,73,1,66.5,0,0,64,1,22,0.0375,27,24
12/11/2017 2:10:00 AM,15,0,0,64.9,1,0,75,73,73,1,66.4,0,0,63.6,1,22,0.0375,27,24
12/11/2017 2:20:00 AM,15,0,0,64.7,1,0,75,73,73,1,66.5,0,0,63.6,1,22,0.0375,27,24
12/11/2017 2:30:00 AM,15,0,0,67.4,1,0,75,73,73,1,66.5,0,0,64.6,1,22,0.0375,27,24
12/11/2017 2:40:00 AM,15,0,0,70.1,1,0,75,73,73,1,66.5,0,0,66.1,1,22,0.0375,27,24
12/11/2017 2:50:00 AM,16,0,0,70.1,1,0,75,73,73,1,66.5,0,0,66.7,1,22,0.04,27,24
12/11/2017 3:00:00 AM,16,0,0,68.9,1,0,75,73,73,1,66.5,0,0,66.5,1,22,0.04,27,24
12/11/2017 3:10:00 AM,16,0,0,67.8,1,0,75,73,73,1,66.4,0,0,66.1,1,22,0.04,27,24
12/11/2017 3:20:00 AM,16,0,0,67,1,0,75,73,73,1,66.4,0,0,65.8,1,22,0.04,27,24
12/11/2017 3:30:00 AM,16,0,0,66.4,1,0,75,73,73,1,66.4,0,0,65.2,1,22,0.04,27,24
12/11/2017 3:40:00 AM,16,0,0,65.8,1,0,75,73,73,1,66.4,0,0,64.6,1,22,0.04,27,24
12/11/2017 3:50:00 AM,16,0,0,65.3,1,0,75,73,73,1,66.4,0,0,64.1,1,22,0.04,27,25
12/11/2017 4:00:00 AM,16,0,0,65.2,1,0,75,73,73,1,66.4,0,0,64.1,1,22,0.04,27,26
12/11/2017 4:10:00 AM,16,0,0,67.8,1,0,75,73,73,1,66.5,0,0,65.1,1,22,0.0375,27,27
12/11/2017 4:20:00 AM,15,0,0,70.1,1,0,75,73,73,1,66.5,0,0,66.3,1,22,0.0375,27,27
12/11/2017 4:30:00 AM,16,0,0,69.8,1,0,75,73,73,1,66.4,0,0,66.6,1,22,0.04,27,27
12/11/2017 4:40:00 AM,16,0,0,68.6,1,0,75,73,73,1,66.4,0,0,66.4,1,22,0.04,27,27
12/11/2017 4:50:00 AM,17,0,0,67.6,1,0,75,73,73,1,66.4,0,0,65.9,1,22,0.04,27,27
12/11/2017 5:00:00 AM,16,0,0,66.8,1,0,75,73,73,1,66.4,0,0,65.4,1,22,0.04,27,27
12/11/2017 5:10:00 AM,16,0,0,66.2,1,0,75,73,73,1,66.4,0,0,64.8,1,22,0.04,27,28
12/11/2017 5:20:00 AM,16,0,0,65.7,1,0,75,73,73,1,66.4,0,0,64.3,1,22,0.04,27,27
12/11/2017 5:30:00 AM,15,0,0,65.3,1,0,75,73,73,1,66.4,0,0,63.8,1,22,0.0375,27,27
12/11/2017 5:40:00 AM,16,0,0,64.9,1,0,75,73,73,1,66.4,0,0,63.4,1,22,0.04,27,27
12/11/2017 5:50:00 AM,15,0,0,64.5,1,0,75,73,73,1,66.4,0,0,63.1,1,22,0.0375,27,28
12/11/2017 6:00:00 AM,15,0,0,64.8,1,0,75,73,73,1,66.4,0,0,63.3,1,22,0.0375,27,28
12/11/2017 6:10:00 AM,14,0,0,67.4,1,0,75,73,73,1,66.5,0,0,64.2,1,22,0.035,27,28
12/11/2017 6:20:00 AM,15,0,0,67.7,1,0,75,73,73,1,66.5,0,0,64.6,1,22,0.0375,27,28
12/11/2017 6:30:00 AM,16,0,0,67.1,1,0,75,73,73,1,66.5,0,0,64.5,1,22,0.04,27,28
12/11/2017 6:40:00 AM,16,0,0,66.4,1,0,75,73,73,1,66.4,0,0,64.1,1,22,0.0375,27,28
12/11/2017 6:50:00 AM,15,0,0,65.7,1,0,75,73,73,1,66.4,0,0,63.7,1,22,0.0375,27,28
12/11/2017 7:00:00 AM,16,0,0,65.1,1,0,75,73,73,1,66.4,0,0,63.3,1,22,0.04,27,28
12/11/2017 7:10:00 AM,15,0,0,64.7,1,0,75,73,73,1,66.4,0,0,62.9,1,22,0.0375,27,28
12/11/2017 7:20:00 AM,15,0,0,64.3,1,0,75,73,73,1,66.4,0,0,62.5,1,22,0.0375,27,28
12/11/2017 7:30:00 AM,14,0,0,64.5,1,0,75,73,73,1,66.4,0,0,62.7,1,22,0.035,27,28
12/11/2017 7:40:00 AM,15,0,0,67.5,1,0,75,73,73,1,66.5,0,0,64.1,1,22,0.0375,27,29
12/11/2017 7:50:00 AM,15,0,0,69.6,1,0,75,73,73,1,66.5,0,0,65.4,1,22,0.0375,27,29
12/11/2017 8:00:00 AM,16,0,0,69.1,1,0,75,73,73,1,66.5,0,0,65.8,1,22,0.04,27,29
12/11/2017 8:10:00 AM,16,0,0,68.5,1,0,75,73,73,1,66.5,0,0,66.7,1,22,0.04,27,29
12/11/2017 8:20:00 AM,16,0,0,67.9,1,0,75,73,73,1,66.6,0,0,66.8,1,22,0.04,27,30
12/11/2017 8:30:00 AM,16,0,0,66.3,1,0,75,73,73,1,66.7,0,0,65.1,1,22,0.04,27,30
12/11/2017 8:40:00 AM,15,0,0,65.7,1,0,75,73,73,1,66.8,0,0,64.1,1,22,0.0375,27,30
12/11/2017 8:50:00 AM,15,0,0,65.6,1,0,75,73,73,1,66.9,0,0,64,1,22,0.0375,27,30
12/11/2017 9:00:00 AM,15,0,0,65.3,1,0,75,73,73,1,66.9,0,0,62.6,1,22,0.0375,27,31
12/11/2017 9:10:00 AM,14,0,0,65.2,1,0,75,73,73,1,67,0,0,62.1,1,22,0.035,27,31
12/11/2017 9:20:00 AM,14,0,0,65.5,1,0,75,73,73,1,67,0,0,63.3,1,22,0.035,27,32
12/11/2017 9:30:00 AM,15,0,0,65.3,1,0,75,73,73,1,67,0,0,62.7,1,22,0.0375,27,32
12/11/2017 9:40:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.1,0,0,62.1,1,22,0.035,27,32
12/11/2017 9:50:00 AM,14,0,0,65.2,1,0,75,73,73,1,67.1,0,0,62.5,1,22,0.035,27,33
12/11/2017 10:00:00 AM,15,0,0,65.2,1,0,75,73,73,1,67.3,0,0,63,1,22,0.0375,27,33
12/11/2017 10:10:00 AM,15,0,0,65.1,1,0,75,73,73,1,67.3,0,0,61.9,1,22,0.0375,27,33
12/11/2017 10:20:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.3,0,0,61.6,1,22,0.035,27,34
12/11/2017 10:30:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.4,0,0,61.6,1,22,0.035,27,33
12/11/2017 10:40:00 AM,14,0,0,65.2,1,0,75,73,73,1,67.4,0,0,61.5,1,22,0.035,27,34
12/11/2017 10:50:00 AM,14,0,0,65.2,1,0,75,73,73,1,67.5,0,0,62.1,1,22,0.035,27,35
12/11/2017 11:00:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.6,0,0,62.3,1,22,0.035,27,35
12/11/2017 11:10:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.7,0,0,62.2,1,22,0.035,27,34
12/11/2017 11:20:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.7,0,0,62.4,1,22,0.035,27,35
12/11/2017 11:30:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.7,0,0,62.2,1,22,0.035,27,35
12/11/2017 11:40:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.7,0,0,62.3,1,22,0.035,27,35
12/11/2017 11:50:00 AM,14,0,0,65.1,1,0,75,73,73,1,67.7,0,0,62.7,1,22,0.035,27,34
12/11/2017 12:00:00 PM,14,0,0,65.1,1,0,75,73,73,1,67.8,0,0,62.3,1,22,0.035,27,34
12/11/2017 12:10:00 PM,14,0,0,65.1,1,0,75,73,73,1,67.9,0,0,62.1,1,22,0.035,27,34
12/11/2017 12:20:00 PM,14,0,0,65.1,1,0,75,73,73,1,67.9,0,0,62.7,1,22,0.035,27,35
12/11/2017 12:30:00 PM,14,0,0,65.1,1,0,75,73,73,1,68,0,0,62.9,1,22,0.035,27,35
12/11/2017 12:40:00 PM,14,0,0,65.1,1,0,75,73,73,1,68,0,0,62.9,1,22,0.035,27,35
12/11/2017 12:50:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.2,0,0,63,1,22,0.035,27,36
12/11/2017 1:00:00 PM,15,0,0,65.1,1,0,75,73,73,1,68.2,0,0,63.3,1,22,0.0375,27,37
12/11/2017 1:10:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.2,0,0,63.6,1,22,0.035,27,37
12/11/2017 1:20:00 PM,14,0,0,65,1,0,75,73,73,1,68.3,0,0,63.3,1,22,0.035,27,37
12/11/2017 1:30:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.3,0,0,63.6,1,22,0.035,27,38
12/11/2017 1:40:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.4,0,0,63.8,1,22,0.035,27,38
12/11/2017 1:50:00 PM,14,0,0,65,1,0,75,73,73,1,68.5,0,0,63.6,1,22,0.035,27,38
12/11/2017 2:00:00 PM,14,0,0,65,1,0,75,73,73,1,68.5,0,0,63.6,1,22,0.035,27,37
12/11/2017 2:10:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.6,0,0,63.8,1,22,0.035,27,36
12/11/2017 2:20:00 PM,14,0,0,65,1,0,75,73,73,1,68.6,0,0,63.8,1,22,0.035,27,36
12/11/2017 2:30:00 PM,14,0,0,65,1,0,75,73,73,1,68.7,0,0,63.7,1,22,0.035,27,36
12/11/2017 2:40:00 PM,14,0,0,65,1,0,75,73,73,1,68.8,0,0,63.9,1,22,0.035,27,36
12/11/2017 2:50:00 PM,14,0,0,65,1,0,75,73,73,1,68.8,0,0,63.8,1,22,0.035,27,36
12/11/2017 3:00:00 PM,14,0,0,64.9,1,0,75,73,73,1,68.8,0,0,63.7,1,22,0.035,27,36
12/11/2017 3:10:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.8,0,0,64,1,22,0.035,27,36
12/11/2017 3:20:00 PM,14,0,0,64.9,1,0,75,73,73,1,68.8,0,0,63.9,1,22,0.035,27,36
12/11/2017 3:30:00 PM,14,0,0,64.8,1,0,75,73,73,1,68.8,0,0,63.7,1,22,0.035,27,36
12/11/2017 3:40:00 PM,14,0,0,65.1,1,0,75,73,73,1,68.8,0,0,63.9,1,22,0.035,27,36
12/11/2017 3:50:00 PM,14,0,0,65,1,0,75,73,73,1,69,0,0,64,1,22,0.035,27,36
12/11/2017 4:00:00 PM,14,0,0,64.8,1,0,75,73,73,1,69,0,0,63.7,1,22,0.035,27,36
12/11/2017 4:10:00 PM,14,0,0,64.8,1,0,75,73,73,1,68.9,0,0,63.2,1,22,0.035,27,36
12/11/2017 4:20:00 PM,14,0,0,64.8,1,0,75,73,73,1,68.9,0,0,62.9,1,22,0.035,27,36
12/11/2017 4:30:00 PM,13,0,0,64.6,1,0,75,73,73,1,68.9,0,0,62.8,1,22,0.0325,27,36
12/11/2017 4:40:00 PM,14,0,0,64.5,1,0,75,73,73,1,69,0,0,62.7,1,22,0.035,27,36
12/11/2017 4:50:00 PM,14,0,0,64.4,1,0,75,73,73,1,68.8,0,0,62.5,1,22,0.035,27,36
12/11/2017 5:00:00 PM,13,0,0,64.3,1,0,75,73,73,1,68.8,0,0,62.3,1,22,0.0325,27,35
12/11/2017 5:10:00 PM,14,0,0,64.2,1,0,75,73,73,1,68.9,0,0,62.3,1,22,0.035,27,35
12/11/2017 5:20:00 PM,14,0,0,64.2,1,0,75,73,73,1,68.8,0,0,62.3,1,22,0.035,27,34
12/11/2017 5:30:00 PM,14,0,0,64.2,1,0,75,73,73,1,68.8,0,0,62.3,1,22,0.035,27,33
12/11/2017 5:40:00 PM,14,0,0,64.1,1,0,75,73,73,1,68.8,0,0,62.1,1,22,0.035,27,33
12/11/2017 5:50:00 PM,14,0,0,64.1,1,0,75,73,73,1,68.8,0,0,62.1,1,22,0.035,27,33
12/11/2017 6:00:00 PM,14,0,0,64.1,1,0,75,73,73,1,68.8,0,0,62.2,1,22,0.035,27,33
12/11/2017 6:10:00 PM,14,0,0,64.1,1,0,75,73,73,1,68.8,0,0,62.1,1,22,0.035,27,32
12/11/2017 6:20:00 PM,14,0,0,64,1,0,75,73,73,1,68.7,0,0,62,1,22,0.035,27,32
12/11/2017 6:30:00 PM,14,0,0,64,1,0,75,73,73,1,68.7,0,0,61.9,1,22,0.035,27,32
12/11/2017 6:40:00 PM,14,0,0,64,1,0,75,73,73,1,68.7,0,0,61.9,1,22,0.035,27,32
12/11/2017 6:50:00 PM,14,0,0,63.9,1,0,75,73,73,1,68.6,0,0,61.9,1,22,0.035,27,32
12/11/2017 7:00:00 PM,14,0,0,63.9,1,0,75,73,73,1,68.6,0,0,61.7,1,22,0.035,27,32
12/11/2017 7:10:00 PM,14,0,0,63.9,1,0,75,73,73,1,68.6,0,0,61.6,1,22,0.035,27,32
12/11/2017 7:20:00 PM,14,0,0,63.8,1,0,75,73,73,1,68.6,0,0,61.6,1,22,0.035,27,32
12/11/2017 7:30:00 PM,13,0,0,63.9,1,0,75,73,73,1,68.6,0,0,61.6,1,22,0.0325,27,32
12/11/2017 7:40:00 PM,14,0,0,63.8,1,0,75,73,73,1,68.5,0,0,61.5,1,22,0.035,27,32
12/11/2017 7:50:00 PM,14,0,0,63.8,1,0,75,73,73,1,68.5,0,0,61.6,1,22,0.035,27,32
12/11/2017 8:00:00 PM,14,0,0,63.8,1,0,75,73,73,1,68.6,0,0,61.4,1,22,0.035,27,32
12/11/2017 8:10:00 PM,14,0,0,63.8,1,0,75,73,73,1,68.5,0,0,61.5,1,22,0.035,27,32
12/11/2017 8:20:00 PM,14,0,0,63.7,1,0,75,73,73,1,68.5,0,0,61.4,1,22,0.035,27,32
12/11/2017 8:30:00 PM,14,0,0,63.7,1,0,75,73,73,1,68.5,0,0,61.4,1,22,0.035,27,32
12/11/2017 8:40:00 PM,14,0,0,63.7,1,0,75,73,73,1,68.5,0,0,61.3,1,22,0.035,27,32
12/11/2017 8:50:00 PM,14,0,0,63.7,1,0,75,73,73,1,68.5,0,0,61,1,22,0.035,27,32
12/11/2017 9:00:00 PM,14,0,0,63.7,1,0,75,73,73,1,68.5,0,0,61.1,1,22,0.035,27,32
12/11/2017 9:10:00 PM,14,0,0,63.6,1,0,75,73,73,1,68.5,0,0,61.6,1,22,0.035,27,32
12/11/2017 9:20:00 PM,14,0,0,63.6,1,0,75,73,73,1,68.5,0,0,61.7,1,22,0.035,27,32
12/11/2017 9:30:00 PM,14,0,0,63.6,1,0,75,73,73,1,68.3,0,0,61.7,1,22,0.035,27,32
12/11/2017 9:40:00 PM,14,0,0,63.5,1,0,75,73,73,1,68.3,0,0,61.8,1,22,0.035,27,31
12/11/2017 9:50:00 PM,13,0,0,63.5,1,0,75,73,73,1,68.3,0,0,61.8,1,22,0.0325,27,31
12/11/2017 10:00:00 PM,14,0,0,63.4,1,0,75,73,73,1,68.2,0,0,61.8,1,22,0.035,27,31
12/11/2017 10:10:00 PM,14,0,0,63.3,1,0,75,73,73,1,68.2,0,0,61.8,1,22,0.035,27,31
12/11/2017 10:20:00 PM,14,0,0,63.3,1,0,75,73,73,1,68.1,0,0,61.6,1,22,0.035,27,31
12/11/2017 10:30:00 PM,14,0,0,63.3,1,0,75,73,73,1,68.1,0,0,61.7,1,22,0.035,27,31
12/11/2017 10:40:00 PM,14,0,0,63.2,1,0,75,73,73,1,68.1,0,0,61.4,1,22,0.035,27,31
12/11/2017 10:50:00 PM,15,0,0,63.2,1,0,75,73,73,1,68,0,0,61.6,1,22,0.0375,27,31
12/11/2017 11:00:00 PM,13,0,0,63,1,0,75,73,73,1,68,0,0,61.6,1,22,0.0325,27,31
12/11/2017 11:10:00 PM,13,0,0,62.9,1,0,75,73,73,1,67.9,0,0,61.4,1,22,0.0325,27,31
12/11/2017 11:20:00 PM,14,0,0,62.8,1,0,75,73,73,1,67.9,0,0,61.5,1,22,0.035,27,31
12/11/2017 11:30:00 PM,15,0,0,62.6,1,0,75,73,73,1,67.9,0,0,61.5,1,22,0.0375,27,31
12/11/2017 11:40:00 PM,16,0,0,62.5,1,0,75,73,73,1,67.8,0,0,61.2,1,22,0.04,27,31
12/11/2017 11:50:00 PM,15,0,0,62.5,1,0,75,73,73,1,67.8,0,0,61.1,1,22,0.0375,27,30
12/12/2017 12:00:00 AM,15,0,0,62.3,1,0,75,73,73,1,67.7,0,0,61,1,22,0.0375,27,30
12/12/2017 12:10:00 AM,15,0,0,62.2,1,0,75,73,73,1,67.7,0,0,60.8,1,22,0.0375,27,30
12/12/2017 12:20:00 AM,15,0,0,62.1,1,0,75,73,73,1,67.7,0,0,60.6,1,22,0.0375,27,30
12/12/2017 12:30:00 AM,15,0,0,62.1,1,0,75,73,73,1,67.7,0,0,60.6,1,22,0.0375,27,30
12/12/2017 12:40:00 AM,16,0,0,61.9,1,0,75,73,73,1,67.6,0,0,60.7,1,22,0.04,27,29
12/12/2017 12:50:00 AM,15,0,0,61.9,1,0,75,73,73,1,67.6,0,0,60.6,1,22,0.0375,27,28
12/12/2017 1:00:00 AM,15,0,0,62.1,1,0,75,73,73,1,67.6,0,0,60.8,1,22,0.0375,27,27
12/12/2017 1:10:00 AM,15,0,0,65.5,1,0,75,73,73,1,67.6,0,0,61.9,1,22,0.0375,27,26
12/12/2017 1:20:00 AM,14,0,0,68.7,1,0,75,73,73,1,67.5,0,0,64,1,22,0.035,27,26
12/12/2017 1:30:00 AM,15,0,0,69.6,1,0,75,73,73,1,67.4,0,0,65.3,1,22,0.0375,27,25
12/12/2017 1:40:00 AM,15,0,0,68.4,1,0,75,73,73,1,67.4,0,0,65.5,1,22,0.0375,27,25
12/12/2017 1:50:00 AM,16,0,0,67.1,1,0,75,73,73,1,67.3,0,0,65.2,1,22,0.04,27,24
12/12/2017 2:00:00 AM,16,0,0,66.3,1,0,75,73,73,1,67.3,0,0,64.6,1,22,0.04,27,24
12/12/2017 2:10:00 AM,16,0,0,65.5,1,0,75,73,73,1,67.3,0,0,64,1,22,0.04,27,24
12/12/2017 2:20:00 AM,16,0,0,64.9,1,0,75,73,73,1,67.3,0,0,63.5,1,22,0.0375,27,24
12/12/2017 2:30:00 AM,15,0,0,64.9,1,0,75,73,73,1,67.1,0,0,63.5,1,22,0.0375,27,24
12/12/2017 2:40:00 AM,15,0,0,67.6,1,0,75,73,73,1,67.1,0,0,64.5,1,22,0.0375,27,23
12/12/2017 2:50:00 AM,15,0,0,69.9,1,0,75,73,73,1,67.1,0,0,65.8,1,22,0.0375,27,23
12/12/2017 3:00:00 AM,16,0,0,69.3,1,0,75,73,73,1,67,0,0,66.2,1,22,0.04,27,23
12/12/2017 3:10:00 AM,16,0,0,68,1,0,75,73,73,1,67,0,0,65.9,1,22,0.04,27,23
12/12/2017 3:20:00 AM,16,0,0,67.1,1,0,75,73,73,1,67,0,0,65.4,1,22,0.04,27,23
12/12/2017 3:30:00 AM,16,0,0,66.4,1,0,75,73,73,1,67,0,0,64.9,1,22,0.04,27,23
12/12/2017 3:40:00 AM,16,0,0,65.7,1,0,75,73,73,1,67,0,0,64.6,1,22,0.04,27,22
12/12/2017 3:50:00 AM,15,0,0,66.9,1,0,75,73,73,1,66.9,0,0,64.8,1,22,0.0375,27,22
12/12/2017 4:00:00 AM,15,0,0,69.8,1,0,75,73,73,1,66.9,0,0,65.9,1,22,0.0375,27,21
12/12/2017 4:10:00 AM,16,0,0,70.3,1,0,75,73,73,1,66.9,0,0,66.6,1,22,0.04,27,21
12/12/2017 4:20:00 AM,17,0,0,69.2,1,0,75,73,73,1,66.8,0,0,66.5,1,22,0.0425,27,21
12/12/2017 4:30:00 AM,17,0,0,68,1,0,75,73,73,1,66.8,0,0,65.9,1,22,0.0425,27,21
12/12/2017 4:40:00 AM,16,0,0,67.1,1,0,75,73,73,1,66.8,0,0,65.1,1,22,0.04,27,20
12/12/2017 4:50:00 AM,16,0,0,67.6,1,0,75,73,73,1,66.7,0,0,65.5,1,22,0.04,27,20
12/12/2017 5:00:00 AM,16,0,0,70.3,1,0,75,73,73,1,66.7,0,0,66.4,1,22,0.04,27,20
12/12/2017 5:10:00 AM,16,0,0,70.7,1,0,75,73,73,1,66.7,0,0,67,1,22,0.04,27,20
12/12/2017 5:20:00 AM,16,0,0,69.6,1,0,75,73,73,1,66.7,0,0,66.8,1,22,0.04,27,20
12/12/2017 5:30:00 AM,16,0,0,68.5,1,0,75,73,73,1,66.7,0,0,66.2,1,22,0.04,27,20
12/12/2017 5:40:00 AM,17,0,0,67.5,1,0,75,73,73,1,66.7,0,0,65.5,1,22,0.0425,27,20
12/12/2017 5:50:00 AM,16,0,0,68,1,0,75,73,73,1,66.7,0,0,65.7,1,22,0.04,27,20
12/12/2017 6:00:00 AM,16,0,0,70.6,1,0,75,73,73,1,66.6,0,0,66.6,1,22,0.04,27,19
12/12/2017 6:10:00 AM,17,0,0,70.8,1,0,75,73,73,1,66.6,0,0,67,1,22,0.0425,27,19
12/12/2017 6:20:00 AM,16,0,0,69.7,1,0,75,73,73,1,66.5,0,0,66.7,1,22,0.04,27,19
12/12/2017 6:30:00 AM,18,0,0,68.6,1,0,75,73,73,1,66.5,0,0,66.3,1,22,0.045,27,19
12/12/2017 6:40:00 AM,16,0,0,69,1,0,75,73,73,1,66.5,0,0,66.4,1,22,0.04,27,18
12/12/2017 6:50:00 AM,17,0,0,71.3,1,0,75,73,73,1,66.5,0,0,67.1,1,22,0.0425,27,18
12/12/2017 7:00:00 AM,17,0,0,71.3,1,0,75,73,73,1,66.4,0,0,67.5,1,22,0.0425,27,18
12/12/2017 7:10:00 AM,17,0,0,70.2,1,0,75,73,73,1,66.4,0,0,66.9,1,22,0.0425,27,17
12/12/2017 7:20:00 AM,17,0,0,69,1,0,75,73,73,1,66.5,0,0,66.2,1,22,0.0425,27,17
12/12/2017 7:30:00 AM,16,0,0,69,1,0,75,73,73,1,66.4,0,0,66.4,1,22,0.04,27,17
12/12/2017 7:40:00 AM,17,0,0,71.3,1,0,75,73,73,1,66.4,0,0,67.1,1,22,0.0425,27,17
12/12/2017 7:50:00 AM,18,0,0,71.5,1,0,75,73,73,1,66.4,0,0,67.3,1,22,0.045,27,17
12/12/2017 8:00:00 AM,18,0,0,70.4,1,0,75,73,73,1,66.3,0,0,67.1,1,22,0.045,27,17
12/12/2017 8:10:00 AM,18,0,0,69.8,1,0,75,73,73,1,66.5,0,0,67.7,1,22,0.045,27,18
12/12/2017 8:20:00 AM,16,0,0,69,1,0,75,73,73,1,66.6,0,0,67,1,22,0.04,27,18
12/12/2017 8:30:00 AM,17,0,0,68.2,1,0,75,73,73,1,66.7,0,0,66.3,1,22,0.0425,27,18
12/12/2017 8:40:00 AM,16,0,0,67.9,1,0,75,73,73,1,66.7,0,0,65.9,1,22,0.04,27,18
12/12/2017 8:50:00 AM,16,0,0,67.5,1,0,75,73,73,1,66.7,0,0,65.6,1,22,0.04,27,19
12/12/2017 9:00:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.7,0,0,65,1,22,0.04,27,19
12/12/2017 9:10:00 AM,16,0,0,67.3,1,0,75,73,73,1,66.7,0,0,65.1,1,22,0.04,27,19
12/12/2017 9:20:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.7,0,0,65.3,1,22,0.04,27,19
12/12/2017 9:30:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.7,0,0,65.1,1,22,0.04,27,19
12/12/2017 9:40:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.8,0,0,65.5,1,22,0.04,27,19
12/12/2017 9:50:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.8,0,0,65.7,1,22,0.04,27,19
12/12/2017 10:00:00 AM,16,0,0,67.5,1,0,75,73,73,1,66.8,0,0,65.7,1,22,0.04,27,20
12/12/2017 10:10:00 AM,16,0,0,67.5,1,0,75,73,73,1,66.8,0,0,65.8,1,22,0.04,27,20
12/12/2017 10:20:00 AM,16,0,0,67.4,1,0,75,73,73,1,66.8,0,0,65.9,1,22,0.04,27,20
12/12/2017 10:30:00 AM,16,0,0,67.6,1,0,75,73,73,1,66.9,0,0,66,1,22,0.0425,27,20
12/12/2017 10:40:00 AM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.1,1,22,0.0375,27,20
12/12/2017 10:50:00 AM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.2,1,22,0.0375,27,21
12/12/2017 11:00:00 AM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.2,1,22,0.0375,27,20
12/12/2017 11:10:00 AM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.2,1,22,0.0375,27,20
12/12/2017 11:20:00 AM,15,0,0,67.6,1,0,75,73,73,1,67,0,0,66.4,1,22,0.0375,27,20
12/12/2017 11:30:00 AM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.4,1,22,0.0375,27,20
12/12/2017 11:40:00 AM,15,0,0,67.5,1,0,75,73,73,1,67.1,0,0,66.6,1,22,0.0375,27,21
12/12/2017 11:50:00 AM,15,0,0,67.6,1,0,75,73,73,1,67,0,0,66.7,1,22,0.0375,27,21
12/12/2017 12:00:00 PM,15,0,0,67.5,1,0,75,73,73,1,67,0,0,66.7,1,22,0.0375,27,21
12/12/2017 12:10:00 PM,15,0,0,67.6,1,0,75,73,73,1,67,0,0,66.7,1,22,0.0375,27,20
12/12/2017 12:20:00 PM,15,0,0,67.5,1,0,75,73,73,1,67.1,0,0,66.6,1,22,0.0375,27,21
12/12/2017 12:30:00 PM,15,0,0,67.6,1,0,75,73,73,1,67.1,0,0,66.7,1,22,0.0375,27,21
12/12/2017 12:40:00 PM,15,0,0,67.5,1,0,75,73,73,1,67.1,0,0,66.6,1,22,0.0375,27,21
12/12/2017 12:50:00 PM,15,0,0,67.6,1,0,75,73,73,1,67.1,0,0,66.6,1,22,0.0375,27,21
12/12/2017 1:00:00 PM,15,0,0,67.4,1,0,75,73,73,1,67.1,0,0,66.5,1,22,0.0375,27,22
12/12/2017 1:10:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.1,0,0,66.6,1,22,0.04,27,22
12/12/2017 1:20:00 PM,15,0,0,67.6,1,0,75,73,73,1,67.2,0,0,66.7,1,22,0.0375,27,21
12/12/2017 1:30:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.7,1,22,0.0375,27,22
12/12/2017 1:40:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.7,1,22,0.04,27,22
12/12/2017 1:50:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.7,1,22,0.04,27,22
12/12/2017 2:00:00 PM,16,0,0,67.7,1,0,75,73,73,1,67.4,0,0,66.7,1,22,0.04,27,22
12/12/2017 2:10:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.6,1,22,0.04,27,22
12/12/2017 2:20:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.4,0,0,66.6,1,22,0.04,27,22
12/12/2017 2:30:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.4,0,0,66.7,1,22,0.04,27,22
12/12/2017 2:40:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.6,1,22,0.04,27,22
12/12/2017 2:50:00 PM,16,0,0,67.6,1,0,75,73,73,1,67.3,0,0,66.6,1,22,0.04,27,22
